Product Status,Product ID ,Item Description ,Supplier Name ,Brand Name ,Sub Name  ,Product Description ,Container Name ,Size Description ,Extended Product Description,Product Class Description,On Hand  ,Sales Current ,Date Last Received,On Order
Active,60505,HW SWTMALTLQR 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW SWTMALTLQR,1/6BBL,1/6 BBL,,HI WIRE SWEETIES MART LIQUOR SIXTH BARREL,BEER,0,0,0,0
Restricted,60507,HW SM BLBRYPEA 6/4 16OZ CANS,HI-WIRE BREWING,HI-WIRE,HW SM BLBRYPEA,6/4 16OZ CANS,24/16,,HI WIRE SMOOTHIE BLUEBEERY PEACH FOUR PACK CANS,BEER,0,0,20201119,0
Active,60508,HW SM BLBRYPEA 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW SM BLBRYPEA,1/6BBL,1/6 BBL,,HIGH WIRE SOUR SMOOTHIE 1/6BBL,BEER,0,0,20201119,0
Active,60509,HW BA BARLYWIN 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW BA BARLYWIN,1/6BBL,1/6 BBL,,,BEER,0,0,20191121,0
Active,60511,HW ELATDWINTER 24/16 6/4C,HI-WIRE BREWING,HI-WIRE,HW ELATDWINTER,24/16 6/4C,24/16,,HIWIRE ELATED WINTER IPA FOUR PACK CANS,BEER,15,0,20231031,0
Active,60512,HW ELATDWINTER 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW ELATDWINTER,1/6BBL,1/6 BBL,,HI WIRE ELATED WINTER IPA SIXTH BARREL,BEER,4,0,20231031,0
Active,60513,HW BA BARLYWIN 6/4C,HI-WIRE BREWING,HI-WIRE,HW BA BARLYWIN,6/4C,24/16,,HW BA BARLEY WINE FOUR PAK CANS,BEER,0,0,0,0
Restricted,60517,HW FRUIT TART 24/16 6/4 CAN,HI-WIRE BREWING,HI-WIRE,HW FRUIT TART,24/16 6/4 CAN,24/16,,HI WIRE FRUIT TART SIX PACK SIXTEEN OUNCE CANS,BEER,0,0,20220225,0
Active,60519,HW FRUIT TART 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW FRUIT TART,1/6BBL,1/6 BBL,,HI WIRE FRUIT TART SIXTH BARREL,BEER,0,0,20220225,0
Active,60526,HW CHAI 10W40 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW CHAI 10W40,1/6BBL,1/6 BBL,,,BEER,0,0,20210923,0
Active,60527,HW ORIG 10W40 6/4 CAN,HI-WIRE BREWING,HI-WIRE,HW ORIG 10W40,6/4 CAN,24/16,,HW 10W40 ORIGINAL,BEER,0,0,20230126,0
Active,60529,HW ORIG 10W40 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW ORIG 10W40,1/6BBL,1/6 BBL,,,BEER,0,0,20230126,0
Active,60532,HW ZIRKUSFEST 4/6C,HI-WIRE BREWING,HI-WIRE,HW ZIRKUSFEST,4/6C,24/16,,HI WIRE ZIRKUSFEST SIX PACK CAN,BEER,0,0,20230811,0
Active,60533,HW ZIRKUSFEST 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW ZIRKUSFEST,1/6BBL,1/6 BBL,,HIWIRE ZIRKUSFEST SIXTH BARREL,BEER,1,0,20230811,0
Active,60534,HW ZIRKUSFEST 1/2BBL,HI-WIRE BREWING,HI-WIRE,HW ZIRKUSFEST,1/2BBL,1/2 BBL,,HIWIRE ZIRKUSFEST HALF BARREL,BEER,0,0,0,0
Active,60537,HW LMTD LAGER 24/16 6/4 CAN,HI-WIRE BREWING,HI-WIRE,HW LMTD LAGER,24/16 6/4 CAN,24/16,,HI WIRE ITALIAN PILSNER,BEER,0,0,20230714,0
Active,60539,HW LMTD LAGER 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW LMTD LAGER,1/6BBL,1/6 BBL,,HI WIRE LIMITED LAGER SIXTH BARREL,BEER,0,0,20230714,0
Active,60541,HW LEISURETIME 4/6C 16OZ,HI-WIRE BREWING,HI-WIRE,HW LEISURETIME,4/6C 16OZ,24/16,,,BEER,12,0,20231004,0
Active,60542,HW LEISURETIME 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW LEISURETIME,1/6BBL,1/6 BBL,,HIWIRE LEISURE TIME SIXTH BARREL,BEER,2,1,20230714,0
Active,60543,HW LEISURETIME 1/2BBL,HI-WIRE BREWING,HI-WIRE,HW LEISURETIME,1/2BBL,1/2 BBL,,HIWIRE LEISURE TIME HALF BARREL,BEER,3,0,20231031,0
Active,60546,HW MANHATTAN 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW MANHATTAN,1/6BBL,1/6 BBL,,HIWIRE RYE WHISKEY BARREL AGED BARLEY WINE SIXTH BARREL,BEER,0,0,20210601,0
Active,60547,HW MTN WATER 24/16 4/6 CANS,HI-WIRE BREWING,HI-WIRE,HW MTN WATER,24/16 4/6 CANS,24/16,,HI WIRE MOUNTAIN WATER SIX PACK SIXTEEN OUNCE,BEER,25,0,20231031,0
Active,60548,HW MTN WATER 1/2BBL,HI-WIRE BREWING,HI-WIRE,HW MTN WATER,1/2BBL,1/2 BBL,,HI WIRE MOUNTAIN WATER HALF BARREL,BEER,0,0,20230714,0
Active,60549,HW MTN WATER 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW MTN WATER,1/6BBL,1/6 BBL,,HI WIRE MOUNTAIN WATER SIXTH BARREL,BEER,2,0,20230811,0
Active,60550,HW WICKPICKLES 6/4C,HI-WIRE BREWING,HI-WIRE,HW WICKPICKLES,6/4C,24/16,,HIWIRE WICKLES PICKLES FOUR PACK CANS,BEER,8,0,20230908,0
Active,60551,HW WICKPICKLES 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW WICKPICKLES,1/6BBL,1/6 BBL,,HIWIRE WICKLES PICKLES SIXTH BARREL,BEER,2,0,20230908,0
Active,60554,HW MUDSLIDE 1/6BBL,HI-WIRE BREWING,HI-WIRE,HW MUDSLIDE,1/6BBL,1/6 BBL,,HIWIRE MUDSLIDE 10W40 SIXTH BARREL,BEER,0,0,0,0
Active,60555,HW MUDSLIDE 6/4C,HI-WIRE BREWING,HI-WIRE,HW MUDSLIDE,6/4C,24/16,,HIWIRE MUDSLIDE 10W40 FOUR PACK CANS,BEER,0,0,0,0
Active,60663,HW BOOGIEBOARD 6/4C,HI-WIRE BREWING,HI-WIRE,HW BOOGIEBOARD,6/4C,24/16,,HIWIRE BOOGIE BOARD FOUR PACK CANS,BEER,0,0,20230519,0
Active,67275,HOIST STRBRYLMN12/16,HOIST,HOIST,HOIST,STRBRYLMN12/16,2023-12-16 00:00:00,,HOIST STRAWBERRY LEMONADE BOTTLES,NB,194,1,20230907,0
Active,67276,HOIST PCHMNGO12/16B,HOIST,HOIST,HOIST,PCHMNGO12/16B,2023-12-16 00:00:00,,HOIST PEAH MANGO BOTTLES,NB,75,0,20230907,0
Active,67277,HOIST WTRMLN 12/16B,HOIST,HOIST,HOIST,WTRMLN 12/16B,2023-12-16 00:00:00,,HOIST WATERMELON BOTTLES,NB,237,0,20230907,0
Active,67278,HOIST DRGNFRT 12/16B,HOIST,HOIST,HOIST,DRGNFRT 12/16B,2023-12-16 00:00:00,,HOIST DRAGONFRUIT BOTTLES,NB,90,0,20230907,0
Active,67279,HOIST ORANGE 12/16B,HOIST,HOIST,HOIST,ORANGE 12/16B,2023-12-16 00:00:00,,HOIST ORANGE BOTTLES,NB,42,0,20230602,0
Active,67280,HOIST RASPBRY 12/16B,HOIST,HOIST,HOIST,RASPBRY 12/16B,2023-12-16 00:00:00,,HOIST RASPBERRY BOTTLES,NB,242,1,20230907,0
Active,100309,12/750 HCD                SALTED CARAMEL MNSHN,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,,12/750ML,12/750,SALTED CARAMEL MNSHN,SPIRITS,53,0,20230118,0
Active,100310,12/750 HCD HONEY MNSHN,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,HONEY MNSHN,12/750ML,12/750,,SPIRITS,29,0,20230118,0
Active,100311,12/750 HCD SEASONAL MNSHN,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,SEASONAL MNSHN,12/750ML,12/750,,SPIRITS,0,0,20230516,0
Active,100312,12/750 HCD WTRMLN SHINE   HC WATERMELON SHINE,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,WTRMLN SHINE,12/750ML,12/750,HC WATERMELON SHINE,SPIRITS,0,0,0,0
Active,100313,12/750 HCD HI CTN 105 PRF,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,HI CTN 105 PRF,12/750ML,12/750,,SPIRITS,338,5,20231027,0
Active,100314,12/750 HCD HCD HI CTN SP,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,HCD HI CTN SP,12/750ML,12/750,,SPIRITS,0,0,0,0
Active,100315,12/750 HCD W. ALAN 107 PRF,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,W. ALAN 107 PRF,12/750ML,12/750,,SPIRITS,269,6,20231027,0
Active,100316,12/750 HCD W. ALAN SP,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,W. ALAN SP,12/750ML,12/750,,SPIRITS,0,0,0,0
Active,100317,12/750 HCD W.ALAN SBP,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,W.ALAN SBP,12/750ML,12/750,,SPIRITS,0,0,0,0
Active,100380,12/750 HCD WILLIAM ALAN,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,WILLIAM ALAN,12/750ML,12/750,,SPIRITS,56,0,20230727,0
Active,100381,12/750 HCD HI COTTN BOURBN,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,HI COTTN BOURBN,12/750ML,12/750,,SPIRITS,169,1,20231027,0
Active,100382,12/750 HCD LOW WTR VODKA,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,LOW WTR VODKA,12/750ML,12/750,,SPIRITS,130,0,20230922,0
Active,100383,12/1L  HCD LOW WATR VODKA,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,LOW WATR VODKA,12/1L,12/1L,,SPIRITS,0,0,20221123,0
Active,100384,6/1.75 HCD LOW WTR VODKA,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,LOW WTR VODKA,6/1.75L,6/1.75,,SPIRITS,0,0,0,0
Active,100385,48/100 HCD WHITE HOT,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,WHITE HOT,48/100ML,48/100,,SPIRITS,336,0,20230628,0
Active,100386,12/750 HCD WHITE HOT,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,WHITE HOT,12/750ML,12/750,,SPIRITS,41,0,20230727,0
Active,100387,12/1L  HCD WHITE HOT,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,WHITE HOT,12/1L,12/1L,,SPIRITS,0,0,0,0
Active,100388,6/1.75 HCD WHITE HOT,HOLLOW CREEK DISTILLERY,HOLLOW CREEK D,HCD,WHITE HOT,6/1.75L,6/1.75,,SPIRITS,18,0,20221228,0
Active,66102,ISLC LAGER 24/12 2/12 CAN,ISLAND COASTAL BREWING,ISLAND COAST,ISLC LAGER,24/12 2/12 CAN,24/12,,ISLAND COASTAL LAGER 24/12 2/12 CAN,BEER,370,1,20231004,0
Active,66108,ISLC LAGER 1/2BBL,ISLAND COASTAL BREWING,ISLAND COAST,ISLC LAGER,1/2BBL,1/2 BBL,,ISLAND COASTAL LAGER 1/2BBL,BEER,5,0,20230606,0
Active,66109,ISLC LAGER 1/6BBL,ISLAND COASTAL BREWING,ISLAND COAST,ISLC LAGER,1/6BBL,1/6 BBL,,ISLAND COASTAL LAGER 1/6BBL,BEER,0,0,20230606,0
Active,66112,ISLC ACTIVE 2/12 CAN,ISLAND COASTAL BREWING,ISLAND COAST,ISLC ACTIVE,2/12 CAN,24/12,,ISLAND COASTAL ACTIVE 2/12 CAN,BEER,127,1,20231005,0
Active,66137,ISLC ACTIVEVAR 2/12 CAN,ISLAND COASTAL BREWING,ISLAND COAST,ISLC ACTIVEVAR,2/12 CAN,24/12,,ISLAND COASTAL ACTIVE VARIETY TWELVE PACK CANS,BEER,81,2,20231005,0
Active,101300,12/750 JV SB BLUE MOSCATOSB BLUE MOSCATO,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,SB BLUE MOSCATO,,12/750,SB BLUE MOSCATO,WINE,948,0,20231031,0
Active,101301,12/750 JV SB PINK MOS ROSSB PINK MOSCATO ROSE,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,SB PINK MOS ROS,,12/750,SB PINK MOSCATO ROSE,WINE,638,26,20231031,0
Active,101302,12/750 JV SB ORANGE MANGOSB ORANGE MANGO,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,SB ORANGE MANGO,,12/750,SB ORANGE MANGO,WINE,231,12,20230712,0
Active,101303,12/750 JV SB MOS ROSE BUBSB MOSCATO ROSE BUBB,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,SB MOS ROSE BUB,,12/750,SB MOSCATO ROSE BUBB,WINE,267,0,20230712,0
Active,101304,12/750 JV SB MOS PEACH BUSB MOSCATO PEACH BUB,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,SB MOS PEACH BU,,12/750,SB MOSCATO PEACH BUB,WINE,634,26,20230712,0
Active,101306,12/750 JV FRITZ DE KATZ  FRITZ DE KATZ,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,FRITZ DE KATZ,,12/750,FRITZ DE KATZ,WINE,82,0,20220314,0
Active,101307,12/750 JV BEL VENTO PINTOBEL VENTO PINTO GRIG,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,BEL VENTO PINTO,,12/750,BEL VENTO PINTO GRIG,WINE,6,0,20220314,0
Active,101308,12/750 JV SANGRIA,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,SANGRIA,,12/750,,WINE,12,0,20220125,0
Active,101309,12/750 JV SB PINEAPPLE   SB PINEAPPLE,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,SB PINEAPPLE,,12/750,SB PINEAPPLE,WINE,1033,36,20231031,0
Active,101311,12/750 JV EPIC PROCECCO  EPIC PROSECO 750,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,EPIC PROCECCO,,12/750,EPIC PROSECO 750,WINE,984,24,20231031,0
Active,101312,12/750 JV SB MOSCATO ROSESB MOSCATO ROSE 750,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,SB MOSCATO ROSE,,12/750,SB MOSCATO ROSE 750,WINE,150,0,20220314,0
Active,101313,12/750 JV BLKCHRY MOSCATO,JOSEPH VICTORI WINES,JOSEPH VICTORI,JV,BLKCHRY MOSCATO,,12/750,,WINE,417,60,20231031,0
Active,63108,YPSO BLUE 6/16OZ BTLS,KING JUICE COMPANY,KING JUICE,YPSO BLUE,6/16OZ BTLS,2023-06-16 00:00:00,,CALYPSO OCEAN BLUE SIX PACK,NB,135,4,20230428,0
Active,63109,YPSO PEACH 6/16OZ BOTTLE,KING JUICE COMPANY,KING JUICE,YPSO PEACH,6/16OZ BOTTLE,2023-06-16 00:00:00,,CALYPSO SOUTHERN PEACH SIX PACK BOTTLES,NB,152,3,20230428,0
Active,63111,YPSO LEMONADE 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO LEMONADE,12/16OZ BTL,2023-12-16 00:00:00,,YPSO NATURAL LEMON 12/16OZ BTL,NB,108,10,20230915,0
Active,63121,YPSO STWBERRY 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO STWBERRY,12/16OZ BTL,2023-12-16 00:00:00,,YPSO STRAWBERRY LEMONADE 12/16OZ BTL,NB,509,25,20231027,0
Active,63131,YPSO KIWI 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO KIWI,12/16OZ BTL,2023-12-16 00:00:00,,YPSO KIWI LEMON 12/16OZ BTL,NB,100,9,20231027,0
Active,63141,YPSO MELON 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO MELON,12/16OZ BTL,2023-12-16 00:00:00,,YPSO TRIPLE MELON LEMON 12/16OZ BTL,NB,94,8,20230915,0
Active,63151,YPSO BLUE 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO BLUE,12/16OZ BTL,2023-12-16 00:00:00,,YPSO OCEAN BLUE 12/16OZ BTL,NB,881,40,20231027,0
Active,63181,YPSO PEACH 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO PEACH,12/16OZ BTL,2023-12-16 00:00:00,,YPSO PEACH LEMON12/16OZ BTL,NB,396,21,20231027,0
Restricted,63191,YPSO MANGO 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO MANGO,12/16OZ BTL,2023-12-16 00:00:00,,YPSO MANGO LEMON 12/16OZ BTL,NB,0,0,20201112,0
Active,63196,YPSO ISLNDWAVE 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO ISLNDWAVE,12/16OZ BTL,2023-12-16 00:00:00,,YPSO ISLAND WAVE 12/16OZ BTL,NB,166,25,20231027,0
Restricted,63201,YPSO BLKCHRLEM 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO BLKCHRLEM,12/16OZ BTL,2023-12-16 00:00:00,,YPSO BLACK CHERRY LEMON 12/16OZ BTL,NB,0,0,20201112,0
Active,63221,YPSO ZERO STRW 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO ZERO STRW,12/16OZ BTL,2023-12-16 00:00:00,,YPSO LIGHT STRAWBERRY LEMON 12/16OZ BTL,NB,0,0,20221115,0
Active,63231,YPSO PUNCH 12/16OZ BTL,KING JUICE COMPANY,KING JUICE,YPSO PUNCH,12/16OZ BTL,2023-12-16 00:00:00,,YPSO PARADISE PUNCH LEMONADE 12/16OZ BTL,NB,284,15,20231027,0
Active,63261,YPSO LT OCNBLU 12/16 BTL,KING JUICE COMPANY,KING JUICE,YPSO LT OCNBLU,12/16 BTL,2023-12-16 00:00:00,,YPSO LIGHT OCEAN BLUE 16 OUNCE,NB,0,0,20221115,0
Restricted,60708,KC LUXURY LAG 4/6 CAN,KINGS CALLING BREWING CO,KINGS CALLING,KC LUXURY LAG,4/6 CAN,24/12,,KINGS CALL LUXURY LAGER SIX PACK CANS,BEER,0,0,20221007,0
Restricted,60718,KC BEACHYWHT 4/6 CANS,KINGS CALLING BREWING CO,KINGS CALLING,KC BEACHYWHT,4/6 CANS,24/12,,KINGS CALLING BEACHY WHEAT SIX PACK CANS,BEER,0,0,20221024,0
Active,301303,6/750  CAPE FEAR FRYINPANBOURBONCAPE FEAR BOURBON,KINGS SPIRITS,CAPE FEAR,CAPE FEAR,FRYINPANBOURBON,6/750ML,6/750,CAPE FEAR BOURBON,SPIRITS,29,0,20231012,0
Active,301304,6/750  CAPE FEAR GAMEFISHVODKA  CAPE FEAR VODKA,KINGS SPIRITS,CAPE FEAR,CAPE FEAR,GAMEFISHVODKA,6/750ML,6/750,CAPE FEAR VODKA,SPIRITS,122,0,20230420,0
Active,301305,6/750  CAPE FEAR SOLERA WHISKEY CAPE FEAR SOLERA,KINGS SPIRITS,CAPE FEAR,CAPE FEAR,SOLERA WHISKEY,6/750ML,6/750,CAPE FEAR SOLERA,SPIRITS,23,0,20220317,0
Active,301306,6/750  CAPE FEAR MARITIME GIN   CAPE FEAR GIN,KINGS SPIRITS,CAPE FEAR,CAPE FEAR,MARITIME GIN,6/750ML,6/750,CAPE FEAR GIN,SPIRITS,4,0,20220317,0
Active,301307,6/750  CAPE FEAR RUM            CAPRE FEAR RUM,KINGS SPIRITS,CAPE FEAR,CAPE FEAR,RUM,6/750ML,6/750,CAPRE FEAR RUM,SPIRITS,27,0,20220317,0
Active,301309,6/750  CAPE FEAR BEACHBLST RUM,KINGS SPIRITS,CAPE FEAR,CAPE FEAR,BEACHBLST RUM,6/750ML,6/750,,SPIRITS,15,0,20230420,0
Restricted,301310,6/750  CAPE FEAR BILL FISH TEQ,KINGS SPIRITS,CAPE FEAR,CAPE FEAR,BILL FISH TEQ,6/750ML,6/750,,SPIRITS,0,0,0,0
Active,301300,6/750  KING SPIRITS WALKER BOURBON WALKERS BOURBON,KINGS SPIRITS,KING SPIRITS,KING SPIRITS,WALKER BOURBON,6/750ML,6/750,WALKERS BOURBON,SPIRITS,59,0,20230727,0
Active,301301,6/750  KING SPIRITS HOPETOWN VODKA HOPETWN VOD 750MLBTL,KINGS SPIRITS,KING SPIRITS,KING SPIRITS,HOPETOWN VODKA,6/750ML,6/750,HOPETWN VOD 750MLBTL,SPIRITS,0,0,20220217,0
Active,301302,6/750  KING SPIRITS LIME HOPETOWN  HOPE LIME 750ML,KINGS SPIRITS,KING SPIRITS,KING SPIRITS,LIME HOPETOWN,6/750ML,6/750,HOPE LIME 750ML,SPIRITS,26,0,20220217,0
Active,301308,6/750  KING SPIRITS DEEP DROP,KINGS SPIRITS,KING SPIRITS,KING SPIRITS,DEEP DROP,6/750ML,6/750,,SPIRITS,65,0,20230914,0
Active,62021,KL SC STRBRY 12/12PET,KITU LIFE,KITU LIFE,KL SC STRBRY,12/12PET,2023-12-12 00:00:00,,SUPER COFFEE STRAWBERRY GLAZED DONUT TWELVE PACK,NB,33,0,20230320,0
Active,62022,KL SC COCMOCHA 12/12 PET BTL,KITU LIFE,KITU LIFE,KL SC COCMOCHA,12/12 PET BTL,2023-12-12 00:00:00,,KITU LIFE COCO MOCHA PET BOTTLE,NB,10,0,20230320,0
Active,62023,KL SC FRNCHVAN 12/12 PET BTL,KITU LIFE,KITU LIFE,KL SC FRNCHVAN,12/12 PET BTL,2023-12-12 00:00:00,,KITU LIFE SUPER COFFEE FRENCH VANILLA BOTTLE,NB,54,1,20230320,0
Active,62024,KL SC SWEETCRM 12/12 PET BTL,KITU LIFE,KITU LIFE,KL SC SWEETCRM,12/12 PET BTL,2023-12-12 00:00:00,,SUPER COFFEE SWEET CREAM PET BOTTLES,NB,0,0,20230320,0
Active,62025,KL SC ESP VAN 12/12,KITU LIFE,KITU LIFE,KL SC ESP VAN,2023-12-12 00:00:00,2023-12-12 00:00:00,,KITU LIFE COFFEE VANILLA 12 PACK,NB,1,0,20230914,0
Active,62026,KL SC HAZELNUT 12/12,KITU LIFE,KITU LIFE,KL SC HAZELNUT,2023-12-12 00:00:00,2023-12-12 00:00:00,,KITU LIFE COFFEE HAZELNUT 12 PACK,NB,54,0,20230711,0
Active,62027,KL SC MOCHA 12/12,KITU LIFE,KITU LIFE,KL SC MOCHA,2023-12-12 00:00:00,2023-12-12 00:00:00,,KITU LIFE COFFEE MOCHA,NB,44,2,20231019,22
Restricted,62029,KL SC PMPKNPIE 12/12,KITU LIFE,KITU LIFE,KL SC PMPKNPIE,2023-12-12 00:00:00,2023-12-12 00:00:00,,KITU LIFE COFFEE MAPLE PUMPKIN 12 PACK,NB,0,0,20220806,132
Active,62030,KL SC ESPCARML 12/12,KITU LIFE,KITU LIFE,KL SC ESPCARML,2023-12-12 00:00:00,2023-12-12 00:00:00,,KITU LIFE COFFEE CARAMEL 12 PACK,NB,5,7,20231103,0
Active,62031,KL SC WHT CHOC 12/12 BTL,KITU LIFE,KITU LIFE,KL SC WHT CHOC,12/12 BTL,2023-12-12 00:00:00,,KITU LIFE WHITE CHOCOLATE PEPPERMINT TWELVE PACK CANS,NB,0,0,0,0
Active,62032,KL SC BLBRYMUF 12/12,KITU LIFE,KITU LIFE,KL SC BLBRYMUF,2023-12-12 00:00:00,2023-12-12 00:00:00,,KITU LIFE BLUEBERRY MUFFIN PER BOTTLES,NB,0,0,20230320,0
Active,62033,KL SC CRML WAF 12/12,KITU LIFE,KITU LIFE,KL SC CRML WAF,2023-12-12 00:00:00,2023-12-12 00:00:00,,SUPER COFFEE CARAMEL WAFFLE TWELVE PACKS,NB,0,0,20230126,0
Active,62034,KL SC CINNROLL 12/12,KITU LIFE,KITU LIFE,KL SC CINNROLL,2023-12-12 00:00:00,2023-12-12 00:00:00,,SUPER COFFEE CINNAMON ROLL TWELVE PACK,NB,0,0,20230711,0
Active,62060,KL SC VANILLA 3/4C,KITU LIFE,KITU LIFE,KL SC VANILLA,3/4C,2023-12-12 00:00:00,,SUPER COFFEE VANILLA THREE FOUR PACKS,NB,0,0,20220715,140
Restricted,62061,KL SC MOCHA 3/4C,KITU LIFE,KITU LIFE,KL SC MOCHA,3/4C,2023-12-12 00:00:00,,SUPER COFFEE MOCHA THREE FOUR PACKS,NB,0,0,20220715,140
Active,62070,KL SUPRCLDBREW 12/11OZ,KITU LIFE,KITU LIFE,KL SUPRCLDBREW,12/11OZ,12/11OZ,,KITU LIFE SUPER COLD BREW 12 PACK,NB,0,0,20201207,0
Active,62071,KL SC COCMOCHA 12/11OZ,KITU LIFE,KITU LIFE,KL SC COCMOCHA,12/11OZ,12/11OZ,,SUPER COFFEE COCONUT MOCHA TWELVE PACK,NB,0,0,20210921,0
Active,62072,KL SC FRNCHVAN 12/11OZ,KITU LIFE,KITU LIFE,KL SC FRNCHVAN,12/11OZ,12/11OZ,,SUPER COFFEE FRENCH VANILLA 11 OUNCE,NB,0,0,20210921,0
Active,62073,KL SC SWEETCRM 12/11OZ,KITU LIFE,KITU LIFE,KL SC SWEETCRM,12/11OZ,12/11OZ,,SUPER COOFEE SWEET CREAM TWELVE PACK,NB,0,0,20210921,0
Restricted,62090,KL SC ESP VAN 6/4 6OZ CAN,KITU LIFE,KITU LIFE,KL SC ESP VAN,6/4 6OZ CAN,6/4 6OZ,,SUPER ESPRESSO VANILLA 4 PACK 6 OUNCE,NB,0,0,20210331,0
Active,61303,LB COOKIECRM 12/17OZ NR,LABRADA NUTRITION,LEAN BODY,LB COOKIECRM,12/17OZ NR,2023-12-17 00:00:00,,LEAN BODY COOKIES & CREAM 12/17OZ,NB,0,0,20221208,0
Active,61304,LB VANILLA 12/17OZ,LABRADA NUTRITION,LEAN BODY,LB VANILLA,12/17OZ,2023-12-17 00:00:00,,LEAN BODY VANILLA 12/17OZ,NB,0,0,20220929,0
Active,61305,LB CHOCOLATE 12/14OZ,LABRADA NUTRITION,LEAN BODY,LB CHOCOLATE,12/14OZ,2023-12-14 00:00:00,,LEAN BODY TWELVE PACK,NB,50,3,20230908,0
Active,61306,LB CARAMEL 12/14OZ,LABRADA NUTRITION,LEAN BODY,LB CARAMEL,12/14OZ,2023-12-14 00:00:00,,LEAN BODY SALTED CARAMEL TWELVE PACK,NB,95,1,20230908,0
Active,61307,LB COOKIECRM 12/14OZ,LABRADA NUTRITION,LEAN BODY,LB COOKIECRM,12/14OZ,2023-12-14 00:00:00,,LEAN BODY COOKIES AND CREAM TWELVE PACK,NB,36,3,20230908,0
Active,61308,LB VANILLA 12/14OZ,LABRADA NUTRITION,LEAN BODY,LB VANILLA,12/14OZ,2023-12-14 00:00:00,,LEAN BODY VANILLA TWELVE PACK,NB,86,0,20230908,0
Restricted,61201,LNG ORG JUICE 12/15.2OZ,LANGERS,LANGERS,LNG ORG JUICE,12/15.2OZ,12/15.2,,LANGERS ORANGE JUICE 12 PACK,NB,0,0,20230418,0
Active,61202,LNG APPLEJUICE 12/15.2,LANGERS,LANGERS,LNG APPLEJUICE,12/15.2,12/15.2,,LANGERS APPLE JUICE 12/15.2OZ BOTTLE,NB,38,11,20230925,0
Active,61203,LNG PINEAPPLE 12/15.2OZ BTL,LANGERS,LANGERS,LNG PINEAPPLE,12/15.2OZ BTL,12/15.2,,LANGERS PINEAPPLE 12 PACK,NB,0,0,20230925,0
Active,61204,LNG CRANBERRY 12/15.2OZ BTL,LANGERS,LANGERS,LNG CRANBERRY,12/15.2OZ BTL,12/15.2,,LANGERS CRANBERRY JUICE 12/15OZ BTL,NB,197,6,20230925,0
